Sygnatura czasowa,Gry regularne,Zainteresowanie e-sport,Zainteresowanie turniej,Czy udzia³,Gry turniej,Dru¿yny,P³eæ,Wiek,Wydzia³,Czy poda³ mail
5/3/2017 22:21:17,FIFA,Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,FIFA,Nie dotyczy,Mê¿czyzna,20,Zarz¹dzania,FALSE
5/4/2017 7:48:26,Nie gram w nic regularnie,Nie wiem co to e-sport,Nie interesowa³oby mnie to,FALSE,Nie dotyczy,Nie dotyczy,Mê¿czyzna,20,Zarz¹dzania,FALSE
5/4/2017 15:10:10,Nie gram w nic regularnie,Nie interesuje siê e-sportem,Nie interesowa³oby mnie to,TRUE,Nie dotyczy,Nie dotyczy,Mê¿czyzna,20,Zarz¹dzania,FALSE
5/6/2017 19:01:54,League of legends,"Tak œledzê wyniki dru¿yn e-sportowych, Tak ogl¹dam livestreamy z rozgrywek",Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,League of legends,"Mia³bym/mia³abym czêœæ dru¿yny do League of legends, Nie mia³bym/mia³abym dru¿yny do League of legends",Mê¿czyzna,20,Zarz¹dzania,FALSE
5/8/2017 20:21:24,League of legends,Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,FALSE,Nie dotyczy,Nie dotyczy,Mê¿czyzna,20,Zarz¹dzania,TRUE
5/8/2017 20:30:54,"Battlefield, WiedŸmin, Call of Duty, NFS",Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"Counter-Strike: Global Offensive, Battlefield",Nie mia³bym/mia³abym dru¿yny do Counter-Strike: Global Offensive,Mê¿czyzna,20,Zarz¹dzania,TRUE
5/5/2017 15:48:38,"Counter-Strike: Global Offensive, FIFA",Tak œledzê wyniki dru¿yn e-sportowych,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"Counter-Strike: Global Offensive, FIFA",Mia³bym/mia³abym czêœæ dru¿yny do Counter-Strike: Global Offensive,Mê¿czyzna,21,Dziennikarstwa i Nauk Politycznych,TRUE
5/8/2017 0:09:02,League of legends,Tak ogl¹dam livestreamy z rozgrywek,Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek,FALSE,Nie dotyczy,Nie dotyczy,Kobieta,21,"Dziennikarstwa, Informacji i Bibliologii",FALSE
5/5/2017 17:04:20,Heroes of the Storm,"Tak œledzê wyniki dru¿yn e-sportowych, Tak ogl¹dam livestreamy z rozgrywek","Œledzi³bym/œledzi³abym wyniki, Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,Heroes of the Storm,Nie mia³bym/mia³abym dru¿yny do Heros of the Storm,Kobieta,21,"Dziennikarstwa, Informacji i Bibliologii",TRUE
5/7/2017 18:24:03,Nie gram w nic regularnie,Nie wiem co to e-sport,Nie interesowa³oby mnie to,FALSE,Nie dotyczy,Nie dotyczy,Kobieta,21,Filozofii i Socjologii,FALSE
5/4/2017 15:14:46,Counter-Strike: Global Offensive,Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek,TRUE,Counter-Strike: Global Offensive,Nie mia³bym/mia³abym dru¿yny do Counter-Strike: Global Offensive,Mê¿czyzna,21,Fizyki,FALSE
5/4/2017 14:07:09,League of legends,"Tak œledzê wyniki dru¿yn e-sportowych, Tak ogl¹dam livestreamy z rozgrywek","Œledzi³bym/œledzi³abym wyniki, Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,League of legends,Mia³bym/mia³abym czêœæ dru¿yny do League of legends,Kobieta,21,Lingwistyki Stosowanej,TRUE
5/4/2017 16:24:02,TrackMania Nations Forever,Nie interesuje siê e-sportem,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,TrackMania Nations Forever,Nie dotyczy,Mê¿czyzna,21,Lingwistyki Stosowanej,FALSE
5/2/2017 18:10:32,Nie gram w nic regularnie,Nie interesuje siê e-sportem,Nie interesowa³oby mnie to,TRUE,Nie dotyczy,Nie dotyczy,Kobieta,21,"Matematyki, Informatyki i Mechaniki",FALSE
5/2/2017 18:39:23,Hearthstone,Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Œledzi³bym/œledzi³abym wyniki,FALSE,Nie dotyczy,Nie dotyczy,Mê¿czyzna,21,"Matematyki, Informatyki i Mechaniki",FALSE
5/2/2017 18:44:14,Nie gram w nic regularnie,Nie interesuje siê e-sportem,Nie interesowa³oby mnie to,FALSE,Nie dotyczy,Nie dotyczy,Mê¿czyzna,21,"Matematyki, Informatyki i Mechaniki",FALSE
5/2/2017 19:37:34,"Overwatch, Hearthstone",Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"Overwatch, Hearthstone",Mia³bym/mia³abym ca³¹ dru¿ynê do Overwatch,Mê¿czyzna,21,"Matematyki, Informatyki i Mechaniki",TRUE
5/2/2017 19:44:56,"League of legends, Counter-Strike: Global Offensive",Tak ogl¹dam livestreamy z rozgrywek,"Œledzi³bym/œledzi³abym wyniki, Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,"League of legends, Counter-Strike: Global Offensive","Mia³bym/mia³abym ca³¹ dru¿ynê do League of legends, Mia³bym/mia³abym ca³¹ dru¿ynê do Counter-Strike: Global Offensive",Mê¿czyzna,21,"Matematyki, Informatyki i Mechaniki",TRUE
5/2/2017 23:54:12,Overwatch,Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,Overwatch,Mia³bym/mia³abym czêœæ dru¿yny do Overwatch,Mê¿czyzna,21,"Matematyki, Informatyki i Mechaniki",TRUE
5/3/2017 10:25:15,Factorio,Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Œledzi³bym/œledzi³abym wyniki,FALSE,Nie dotyczy,Nie dotyczy,Mê¿czyzna,21,"Matematyki, Informatyki i Mechaniki",FALSE
5/5/2017 8:25:25,Rocket League,Tak ogl¹dam livestreamy z rozgrywek,"Œledzi³bym/œledzi³abym wyniki, Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,Rocket League,Mia³bym/mia³abym ca³¹ dru¿ynê do Rocket League,Mê¿czyzna,21,"Matematyki, Informatyki i Mechaniki",TRUE
5/6/2017 16:54:15,Hearthstone,Tak ogl¹dam livestreamy z rozgrywek,"Œledzi³bym/œledzi³abym wyniki, Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,Hearthstone,Nie dotyczy,Mê¿czyzna,21,"Matematyki, Informatyki i Mechaniki",FALSE
5/4/2017 22:08:06,"Hearthstone, League of legends",Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,"Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,"Hearthstone, League of legends",Nie mia³bym/mia³abym dru¿yny do League of legends,Mê¿czyzna,21,Miêdzywydzia³owe Indywidualne Studia Matematyczno-Przyrodnicze,FALSE
5/2/2017 20:29:14,"Hearthstone, League of legends",Tak œledzê wyniki dru¿yn e-sportowych,"Œledzi³bym/œledzi³abym wyniki, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,League of legends,Nie mia³bym/mia³abym dru¿yny do League of legends,Mê¿czyzna,21,Nauk Ekonomicznych,TRUE
5/4/2017 18:11:08,Nie gram w nic regularnie,Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Nie interesowa³oby mnie to,FALSE,"Overwatch, Counter-Strike: Global Offensive",Nie dotyczy,Kobieta,21,Nauk Ekonomicznych,FALSE
5/7/2017 0:38:08,"Hearthstone, FIFA",Tak ogl¹dam livestreamy z rozgrywek,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"Hearthstone, FIFA",Nie dotyczy,Mê¿czyzna,21,Nauk Ekonomicznych,FALSE
5/7/2017 20:07:29,"Overwatch, Hearthstone",Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"Hearthstone, League of legends","Mia³bym/mia³abym ca³¹ dru¿ynê do Overwatch, Mia³bym/mia³abym ca³¹ dru¿ynê do League of legends",Mê¿czyzna,21,Nauk Ekonomicznych,TRUE
5/7/2017 20:34:08,"Counter-Strike: Global Offensive, Gran Turismo, Assetto Corsa",Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"Counter-Strike: Global Offensive, Gran Turismo, Assetto Corsa",Nie mia³bym/mia³abym dru¿yny do Counter-Strike: Global Offensive,Mê¿czyzna,21,Nauk Ekonomicznych,TRUE
5/5/2017 15:41:52,"Overwatch, Hearthstone, Counter-Strike: Global Offensive","Tak œledzê wyniki dru¿yn e-sportowych, Tak ogl¹dam livestreamy z rozgrywek",Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"Overwatch, Counter-Strike: Global Offensive","Nie mia³bym/mia³abym dru¿yny do Overwatch, Mia³bym/mia³abym ca³¹ dru¿ynê do Counter-Strike: Global Offensive",Mê¿czyzna,21,Nauk Politycznych i Stosunków Miêdzynarodowych,TRUE
5/5/2017 17:19:30,"Overwatch, Hearthstone, Dota 2, Diablo III",Tak ogl¹dam livestreamy z rozgrywek,"Œledzi³bym/œledzi³abym wyniki, Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",FALSE,"Overwatch, Hearthstone",Mia³bym/mia³abym czêœæ dru¿yny do Overwatch,Kobieta,21,Nauk Politycznych i Stosunków Miêdzynarodowych,TRUE
5/7/2017 0:44:33,"FIFA, Tom Clancy’s Rainbow Six Siege",Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"FIFA, Tom Clancy’s Rainbow Six Siege",Mia³bym/mia³abym czêœæ dru¿yny do Tom Clancy’s Rainbow Six Siege,Mê¿czyzna,21,Nauk Politycznych i Stosunków Miêdzynarodowych,TRUE
5/8/2017 15:14:26,Counter-Strike: Global Offensive,Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek,FALSE,Nie dotyczy,Nie dotyczy,Mê¿czyzna,21,Nauk Politycznych i Stosunków Miêdzynarodowych,FALSE
5/4/2017 21:27:33,Overwatch,Tak ogl¹dam livestreamy z rozgrywek,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,Overwatch,Nie mia³bym/mia³abym dru¿yny do Overwatch,Mê¿czyzna,21,Oœrodek Studiów Amerykañskich,TRUE
5/7/2017 19:27:06,Nie gram w nic regularnie,Nie wiem co to e-sport,Nie interesowa³oby mnie to,FALSE,Nie dotyczy,Nie dotyczy,Kobieta,21,Pedagogiczny,FALSE
5/4/2017 23:01:55,"FIFA, F1 2016, NHL",Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"FIFA, F1 2016",Nie dotyczy,Mê¿czyzna,21,Prawa i Administracji,FALSE
5/5/2017 11:36:33,Heroes of the Storm,"Tak œledzê wyniki dru¿yn e-sportowych, Tak ogl¹dam livestreamy z rozgrywek","Œledzi³bym/œledzi³abym wyniki, Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek",FALSE,Nie dotyczy,Nie dotyczy,Mê¿czyzna,21,Prawa i Administracji,FALSE
5/7/2017 18:08:33,League of legends,Tak ogl¹dam livestreamy z rozgrywek,"Œledzi³bym/œledzi³abym wyniki, Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,League of legends,Mia³bym/mia³abym czêœæ dru¿yny do League of legends,Mê¿czyzna,21,Prawa i Administracji,TRUE
5/7/2017 22:59:44,PES,Nie interesuje siê e-sportem,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,PES,Nie dotyczy,Mê¿czyzna,21,Prawa i Administracji,TRUE
5/4/2017 9:17:53,Nie gram w nic regularnie,Nie interesuje siê e-sportem,Nie interesowa³oby mnie to,FALSE,Nie dotyczy,Nie dotyczy,Mê¿czyzna,21,Psychologii,FALSE
5/4/2017 18:22:30,"Hearthstone, League of legends, Counter-Strike: Global Offensive, Call of Duty, Battlefield, FIFA",Tak ogl¹dam livestreamy z rozgrywek,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"Call of Duty, Battlefield","Nie mia³bym/mia³abym dru¿yny do Call of Duty, Nie mia³bym/mia³abym dru¿yny do Battlefield",Mê¿czyzna,21,Psychologii,FALSE
5/4/2017 19:53:49,League of legends,"Tak œledzê wyniki dru¿yn e-sportowych, Tak ogl¹dam livestreamy z rozgrywek","Œledzi³bym/œledzi³abym wyniki, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,League of legends,Mia³bym/mia³abym czêœæ dru¿yny do League of legends,Mê¿czyzna,21,Psychologii,TRUE
5/7/2017 22:38:05,"Counter-Strike: Global Offensive, H1Z1: King of the Kill","Tak œledzê wyniki dru¿yn e-sportowych, Tak ogl¹dam livestreamy z rozgrywek","Œledzi³bym/œledzi³abym wyniki, Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,H1Z1: King of the Kill,Mia³bym/mia³abym ca³¹ dru¿ynê do H1Z1: King of the Kill,Mê¿czyzna,21,Stosowanych Nauk Spo³ecznych i Resocjalizacji,FALSE
5/7/2017 18:06:21,"Overwatch, Hearthstone, Team Fortress 2",Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"Team Fortress 2, Tekken Tag Tournament 2","Nie mia³bym/mia³abym dru¿yny do Team Fortress 2, Nie mia³bym/mia³abym dru¿yny do Tekken Tag Tournament 2",Mê¿czyzna,21,Uniwersyteckie Kolegium Kszta³cenia Nauczycieli Jêzyka Angielskiego,FALSE
5/2/2017 17:59:32,League of legends,Tak ogl¹dam livestreamy z rozgrywek,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,League of legends,Mia³bym/mia³abym ca³¹ dru¿ynê do League of legends,Mê¿czyzna,21,Zarz¹dzania,FALSE
5/2/2017 18:44:09,"Hearthstone, League of legends, Counter-Strike: Global Offensive","Tak ogl¹dam livestreamy z rozgrywek, Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport","Œledzi³bym/œledzi³abym wyniki, Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,"League of legends, Counter-Strike: Global Offensive","Mia³bym/mia³abym ca³¹ dru¿ynê do League of legends, Mia³bym/mia³abym ca³¹ dru¿ynê do Counter-Strike: Global Offensive",Mê¿czyzna,21,Zarz¹dzania,TRUE
5/2/2017 18:49:19,Overwatch,Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,"Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,Overwatch,Nie mia³bym/mia³abym dru¿yny do Overwatch,Mê¿czyzna,21,Zarz¹dzania,FALSE
5/2/2017 19:03:31,"Hearthstone, League of legends",Tak ogl¹dam livestreamy z rozgrywek,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"Hearthstone, League of legends",Mia³bym/mia³abym ca³¹ dru¿ynê do League of legends,Mê¿czyzna,21,Zarz¹dzania,FALSE
5/2/2017 20:39:07,Hearthstone,Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,"Œledzi³bym/œledzi³abym wyniki, Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",FALSE,Nie dotyczy,Nie dotyczy,Mê¿czyzna,21,Zarz¹dzania,TRUE
5/2/2017 22:40:42,Counter-Strike: Global Offensive,Tak ogl¹dam livestreamy z rozgrywek,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,Counter-Strike: Global Offensive,Mia³bym/mia³abym czêœæ dru¿yny do Counter-Strike: Global Offensive,Mê¿czyzna,21,Zarz¹dzania,TRUE
5/2/2017 23:34:43,Nie gram w nic regularnie,Nie interesuje siê e-sportem,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,FALSE,Nie dotyczy,Nie dotyczy,Mê¿czyzna,21,Zarz¹dzania,FALSE
5/3/2017 20:25:37,"League of legends, Counter-Strike: Global Offensive",Tak ogl¹dam livestreamy z rozgrywek,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,"League of legends, Counter-Strike: Global Offensive","Mia³bym/mia³abym czêœæ dru¿yny do League of legends, Mia³bym/mia³abym czêœæ dru¿yny do Counter-Strike: Global Offensive",Mê¿czyzna,21,Zarz¹dzania,TRUE
5/7/2017 22:03:56,Counter-Strike: Global Offensive,"Tak œledzê wyniki dru¿yn e-sportowych, Tak ogl¹dam livestreamy z rozgrywek",Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,Counter-Strike: Global Offensive,Mia³bym/mia³abym czêœæ dru¿yny do Counter-Strike: Global Offensive,Mê¿czyzna,21,Zarz¹dzania,TRUE
5/8/2017 20:16:40,"Overwatch, Hearthstone, League of legends",Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,"Œledzi³bym/œledzi³abym wyniki, Ogl¹da³bym/ogl¹da³abym livestream z rozgrywek, Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki",TRUE,"Hearthstone, League of legends",Mia³bym/mia³abym czêœæ dru¿yny do League of legends,Mê¿czyzna,21,Zarz¹dzania,FALSE
5/7/2017 18:36:37,Nie gram w nic regularnie,Nie interesuje siê e-sportem,Nie interesowa³oby mnie to,FALSE,FIFA,Nie dotyczy,Mê¿czyzna,22,Centrum Studiów Latynoamerykañskich ,FALSE
5/4/2017 22:03:46,League of legends,Nie œledzê za czêsto wyników lub livestreamów z rozgrywek ale wiem co to esport,Chcia³bym/chcia³abym uczestniczyæ w imprezie (np. na Auli) gdzie prowadzone by³by rozgrywki,TRUE,League of legends,Nie mia³bym/mia³abym dru¿yny do League of legends,Mê¿czyzna,22,Chemii,FALSE
